prediction,original_song_id,user_id,song_id,title,artist_name,popularity_prediction,song_rank
47,SOFFYAG12AC3DF6B5C,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOTKMXA12A6D4F672F,LDN,Lily Allen,0.7533057054108968,3
47,SOFFYAG12AC3DF6B5C,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOTKMXA12A6D4F672F,LDN,Lily Allen,0.7533057054108968,3
47,SOFFYAG12AC3DF6B5C,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOGGJYW12AAF3B49C3,Whispered Words (Pretty Lies),Dan Auerbach,0.8085193309855897,2
47,SOFFYAG12AC3DF6B5C,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOEBOWM12AB017F279,Hotel California,Eagles,0.9406301589603857,1
52,SOIRNYT12A6D4F8E8B,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOIRNYT12A6D4F8E8B,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOIRNYT12A6D4F8E8B,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOIRNYT12A6D4F8E8B,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOIRNYT12A6D4F8E8B,98cb9a3feb48d15a8328ce16f1b32609698e11f2,SOTHABI12A58A7DACB,Perfectly Lonely,John Mayer,0.8100855691283187,4
52,SOIRNYT12A6D4F8E8B,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOUJVIT12A8C1451C1,Savior,Rise Against,0.9181823430861558,2
52,SOIRNYT12A6D4F8E8B,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOUJVIT12A8C1451C1,Savior,Rise Against,0.9181823430861558,2
52,SOIRNYT12A6D4F8E8B,7d068212c72cc9bc67ebfcabb93c5ace75b78bee,SOTVJEN12A8C13B064,The Remedy (I Won't Worry) (New EQ'd LP Version),Jason Mraz,0.9301967088331791,1
52,SOKMWRS12A8C138689,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOKMWRS12A8C138689,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOKMWRS12A8C138689,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOKMWRS12A8C138689,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOINJVD12A6D4F91D3,My December,Linkin Park,0.8026022058944331,5
52,SOKMWRS12A8C138689,98cb9a3feb48d15a8328ce16f1b32609698e11f2,SOTHABI12A58A7DACB,Perfectly Lonely,John Mayer,0.8100855691283187,4
52,SOKMWRS12A8C138689,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOUJVIT12A8C1451C1,Savior,Rise Against,0.9181823430861558,2
52,SOKMWRS12A8C138689,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOUJVIT12A8C1451C1,Savior,Rise Against,0.9181823430861558,2
52,SOKMWRS12A8C138689,7d068212c72cc9bc67ebfcabb93c5ace75b78bee,SOTVJEN12A8C13B064,The Remedy (I Won't Worry) (New EQ'd LP Version),Jason Mraz,0.9301967088331791,1
13,SOOLHCO12A8AE483FA,9ae2abce15efa19998984882900850b927ebf7e1,SOXOHUM12A67ADC826,Scream For More,Kate Ryan,0.5782748931228445,5
13,SOOLHCO12A8AE483FA,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOPAETP12A8C131E3B,Anything New,Digitalism,0.7377035080280147,4
13,SOOLHCO12A8AE483FA,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOOLHCO12A8AE483FA,Death Whispered A Lullaby,Opeth,0.9039246053932132,3
13,SOOLHCO12A8AE483FA,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOOLHCO12A8AE483FA,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOYINMV12AC3DF4868,9ae2abce15efa19998984882900850b927ebf7e1,SOXOHUM12A67ADC826,Scream For More,Kate Ryan,0.5782748931228445,5
13,SOYINMV12AC3DF4868,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOPAETP12A8C131E3B,Anything New,Digitalism,0.7377035080280147,4
13,SOYINMV12AC3DF4868,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOOLHCO12A8AE483FA,Death Whispered A Lullaby,Opeth,0.9039246053932132,3
13,SOYINMV12AC3DF4868,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOYINMV12AC3DF4868,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOAFTRR12AF72A8D4D,9ae2abce15efa19998984882900850b927ebf7e1,SOXOHUM12A67ADC826,Scream For More,Kate Ryan,0.5782748931228445,5
13,SOAFTRR12AF72A8D4D,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOPAETP12A8C131E3B,Anything New,Digitalism,0.7377035080280147,4
13,SOAFTRR12AF72A8D4D,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOOLHCO12A8AE483FA,Death Whispered A Lullaby,Opeth,0.9039246053932132,3
13,SOAFTRR12AF72A8D4D,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOAFTRR12AF72A8D4D,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOAFTRR12AF72A8D4D,9ae2abce15efa19998984882900850b927ebf7e1,SOXOHUM12A67ADC826,Scream For More,Kate Ryan,0.5782748931228445,5
13,SOAFTRR12AF72A8D4D,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOPAETP12A8C131E3B,Anything New,Digitalism,0.7377035080280147,4
13,SOAFTRR12AF72A8D4D,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOOLHCO12A8AE483FA,Death Whispered A Lullaby,Opeth,0.9039246053932132,3
13,SOAFTRR12AF72A8D4D,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOAFTRR12AF72A8D4D,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOXOHUM12A67ADC826,9ae2abce15efa19998984882900850b927ebf7e1,SOXOHUM12A67ADC826,Scream For More,Kate Ryan,0.5782748931228445,5
13,SOXOHUM12A67ADC826,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOPAETP12A8C131E3B,Anything New,Digitalism,0.7377035080280147,4
13,SOXOHUM12A67ADC826,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOOLHCO12A8AE483FA,Death Whispered A Lullaby,Opeth,0.9039246053932132,3
13,SOXOHUM12A67ADC826,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
13,SOXOHUM12A67ADC826,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAFTRR12AF72A8D4D,Harder Better Faster Stronger,Daft Punk,1.0,1
3,SOJQPOH12A6D4FB1AB,ca9fb6d60f3261f783936a7ff48df2df176d5b3a,SOJQPOH12A6D4FB1AB,Dom / Hollow [Live Version],Pantera,0.6012170574855539,5
3,SOJQPOH12A6D4FB1AB,f46ea20e521fac56af45e37bd02a5cfd1c444b6e,SOCLSPA12A6D4F705C,Living On My Own (Radio Mix) (2000 Digital Remaster),Freddie Mercury,0.6769698926584398,4
3,SOJQPOH12A6D4FB1AB,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOULBNJ12AB01851E9,240 Years Before Your Time,The Black Keys,0.7061678552383803,3
3,SOJQPOH12A6D4FB1AB,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOSJRXV12A8C136E1B,Everything Is Everything,Lauryn Hill,0.7718617483179527,2
3,SOJQPOH12A6D4FB1AB,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOSXPFU12AB017FE27,The Calculation (Album Version),Regina Spektor,0.8428184693316623,1
3,SOSXPFU12AB017FE27,ca9fb6d60f3261f783936a7ff48df2df176d5b3a,SOJQPOH12A6D4FB1AB,Dom / Hollow [Live Version],Pantera,0.6012170574855539,5
3,SOSXPFU12AB017FE27,f46ea20e521fac56af45e37bd02a5cfd1c444b6e,SOCLSPA12A6D4F705C,Living On My Own (Radio Mix) (2000 Digital Remaster),Freddie Mercury,0.6769698926584398,4
3,SOSXPFU12AB017FE27,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOULBNJ12AB01851E9,240 Years Before Your Time,The Black Keys,0.7061678552383803,3
3,SOSXPFU12AB017FE27,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOSJRXV12A8C136E1B,Everything Is Everything,Lauryn Hill,0.7718617483179527,2
3,SOSXPFU12AB017FE27,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOSXPFU12AB017FE27,The Calculation (Album Version),Regina Spektor,0.8428184693316623,1
94,SOEHFSK12A67FFB329,f0eb3676a2b775f67f3e6ddc3ad43006f50d4aca,SOEHFSK12A67FFB329,Song For Guy,Elton John,0.7138149866051132,2
94,SOEHFSK12A67FFB329,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOOSADY12A6701F119,Technologic,Daft Punk,0.8566756479148107,1
19,SOOLCWH12AB0185691,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOAGIAY12AB0183D8F,Run Me Down,The Black Keys,0.7473401652954215,5
19,SOOLCWH12AB0185691,5a44bfcaa1081e8b36ff76ec32c2ef73425ad2e9,SOAGIAY12AB0183D8F,Run Me Down,The Black Keys,0.7473401652954215,5
19,SOOLCWH12AB0185691,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOOLCWH12AB0185691,Till I Get My Way,The Black Keys,0.7523668857222153,4
19,SOOLCWH12AB0185691,9ae2abce15efa19998984882900850b927ebf7e1,SOBWSGV12AB018B5E0,Naturally,Selena Gomez & The Scene,0.7792340984890923,3
19,SOOLCWH12AB0185691,7d068212c72cc9bc67ebfcabb93c5ace75b78bee,SOEIBBE12A58A7C909,Army of Me,Björk,0.7930652791693639,2
19,SOOLCWH12AB0185691,6c966bdfc8ef4699fe1814e18573419b725d94e6,SOQURZV12AB0182BAA,You'll Follow Me Down,Skunk Anansie,0.8925504823938594,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,ca9fb6d60f3261f783936a7ff48df2df176d5b3a,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOUFPNI12A8C142D19,Heartbreak Warfare,John Mayer,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOPUCYA12A8C13A694,ca9fb6d60f3261f783936a7ff48df2df176d5b3a,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOPUCYA12A8C13A694,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOUFPNI12A8C142D19,Heartbreak Warfare,John Mayer,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOOGMDI12A6D4F9A48,ffad6a9352f87dbe61482e8a7dbb1bf8cf37c8be,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWNDJ12A8C143984,Marry Me,Train,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOTWSXL12A8C143349,Love Story,Taylor Swift,1.0,1
92,SOOGMDI12A6D4F9A48,ca9fb6d60f3261f783936a7ff48df2df176d5b3a,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOOGMDI12A6D4F9A48,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOVDLZN12AB0185BEA,Tighten Up,The Black Keys,1.0,1
92,SOOGMDI12A6D4F9A48,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOUFPNI12A8C142D19,Heartbreak Warfare,John Mayer,1.0,1
43,SOAUWYT12A81C206F1,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOHMSPV12AB0185643,Girl Is On My Mind,The Black Keys,0.7783636538874099,5
43,SOAUWYT12A81C206F1,9ae2abce15efa19998984882900850b927ebf7e1,SOTWYHX12A58A78C1A,It's Yours,J. Holiday,0.838910479302755,4
43,SOAUWYT12A81C206F1,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOMBKJF12A8C1440B9,Dick In A Box,The Lonely Island / Justin Timberlake,0.8567660841194319,3
43,SOAUWYT12A81C206F1,9ae2abce15efa19998984882900850b927ebf7e1,SOAUWYT12A81C206F1,Undo,Björk,0.9374431571868832,2
43,SOAUWYT12A81C206F1,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOSCIZP12AB0181D2F,Alejandro,Lady GaGa,1.0,1
15,SOEKQKJ12A6D4F9633,c53ac12f0b9396ab3f44f7b521d5925b10e991d3,SOOYNYW12A6D4FB14D,Solta O Frango,Bonde Do Rolé,0.6755432805567768,5
15,SOEKQKJ12A6D4F9633,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOXAHKA12AF72A5A65,Verde Que Te Quero Rosa,Cartola,0.6837942117183716,4
15,SOEKQKJ12A6D4F9633,8665ae2a21ff60a45bf638c941a61a0cb75d7687,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
15,SOEKQKJ12A6D4F9633,9ae2abce15efa19998984882900850b927ebf7e1,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
15,SOEKQKJ12A6D4F9633,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
15,SOOYNYW12A6D4FB14D,c53ac12f0b9396ab3f44f7b521d5925b10e991d3,SOOYNYW12A6D4FB14D,Solta O Frango,Bonde Do Rolé,0.6755432805567768,5
15,SOOYNYW12A6D4FB14D,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOXAHKA12AF72A5A65,Verde Que Te Quero Rosa,Cartola,0.6837942117183716,4
15,SOOYNYW12A6D4FB14D,8665ae2a21ff60a45bf638c941a61a0cb75d7687,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
15,SOOYNYW12A6D4FB14D,9ae2abce15efa19998984882900850b927ebf7e1,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
15,SOOYNYW12A6D4FB14D,296e5769223ae111e530d96c8bcf95fd63d8af9b,SOFLJQZ12A6D4FADA6,Tive Sim,Cartola,0.6935168100624737,1
35,SOTMFRY12A8C13C8A2,42b31eaf0cbaa10e593438e2858ce74cdfa01191,SOTMFRY12A8C13C8A2,ZDRLT (Rewind),Digitalism,0.6093991023458866,5
35,SOTMFRY12A8C13C8A2,78d77cba6776c72ca78a52aa66f2526eabd86ea7,SOOFPVL12AAF3B2598,When The Night Comes,Dan Auerbach,0.8195606932317404,4
35,SOTMFRY12A8C13C8A2,d8e6fa08d73821f305b9a3af1cf1e0a704473d82,SOQWYAQ12A6D4FB9A3,Take A Bow,Rihanna,0.8203903597970501,3
